-3.902882025674033528e+00,1.000000000000000000e+00
-3.808558587772445492e+00,0.000000000000000000e+00
-3.714235149870856567e+00,0.000000000000000000e+00
-3.619911711969268087e+00,1.000000000000000000e+00
-3.525588274067679606e+00,0.000000000000000000e+00
-3.431264836166090682e+00,0.000000000000000000e+00
-3.336941398264502645e+00,0.000000000000000000e+00
-3.242617960362913720e+00,1.000000000000000000e+00
-3.148294522461325240e+00,1.000000000000000000e+00
-3.053971084559736759e+00,5.000000000000000000e+00
-2.959647646658147835e+00,9.000000000000000000e+00
-2.865324208756559798e+00,1.100000000000000000e+01
-2.771000770854970874e+00,6.000000000000000000e+00
-2.676677332953382393e+00,5.000000000000000000e+00
-2.582353895051793913e+00,6.000000000000000000e+00
-2.488030457150204988e+00,5.000000000000000000e+00
-2.393707019248616952e+00,1.000000000000000000e+00
-2.299383581347028027e+00,0.000000000000000000e+00
-2.205060143445439547e+00,0.000000000000000000e+00
-2.110736705543851066e+00,2.000000000000000000e+00
