-3.126393638084976612e+00,2.000000000000000000e+00
-3.070775064509745356e+00,2.000000000000000000e+00
-3.015156490934513656e+00,5.000000000000000000e+00
-2.959537917359281955e+00,5.000000000000000000e+00
-2.903919343784050255e+00,6.000000000000000000e+00
-2.848300770208818999e+00,4.000000000000000000e+00
-2.792682196633587299e+00,7.000000000000000000e+00
-2.737063623058355599e+00,3.000000000000000000e+00
-2.681445049483124343e+00,5.000000000000000000e+00
-2.625826475907892643e+00,5.000000000000000000e+00
-2.570207902332660943e+00,2.000000000000000000e+00
-2.514589328757429243e+00,0.000000000000000000e+00
-2.458970755182197987e+00,0.000000000000000000e+00
-2.403352181606966287e+00,1.000000000000000000e+00
-2.347733608031734587e+00,1.000000000000000000e+00
-2.292115034456503331e+00,0.000000000000000000e+00
-2.236496460881271631e+00,0.000000000000000000e+00
-2.180877887306039931e+00,0.000000000000000000e+00
-2.125259313730808675e+00,0.000000000000000000e+00
-2.069640740155576975e+00,2.000000000000000000e+00
