-3.267365351627731229e+00,1.000000000000000000e+00
-3.217308966906118783e+00,1.000000000000000000e+00
-3.167252582184505449e+00,0.000000000000000000e+00
-3.117196197462893004e+00,0.000000000000000000e+00
-3.067139812741279670e+00,3.000000000000000000e+00
-3.017083428019667224e+00,1.000000000000000000e+00
-2.967027043298053890e+00,8.000000000000000000e+00
-2.916970658576441444e+00,4.000000000000000000e+00
-2.866914273854828110e+00,1.300000000000000000e+01
-2.816857889133215664e+00,2.000000000000000000e+00
-2.766801504411602330e+00,3.000000000000000000e+00
-2.716745119689989885e+00,3.000000000000000000e+00
-2.666688734968376551e+00,4.000000000000000000e+00
-2.616632350246764105e+00,2.000000000000000000e+00
-2.566575965525150771e+00,3.000000000000000000e+00
-2.516519580803538325e+00,2.000000000000000000e+00
-2.466463196081924991e+00,2.000000000000000000e+00
-2.416406811360312545e+00,0.000000000000000000e+00
-2.366350426638699211e+00,0.000000000000000000e+00
-2.316294041917086766e+00,2.000000000000000000e+00
